feedback_id,title,description,source_system,lifecycle_status,votes,comments_count,status,category,created_at,source_url,retrieved_at,slug,relevance_hint,keyword_hits
66c2e3fc26a6ce7012e28f00,Improved UI for managing dynamic permissions,"Managing dynamic permissions requires specific skills and is more challenging to debug and verify.

To assist, we want to provide an improved UI that will allow us to test the result and verify users defined the permissions as expected.",Port portal,Completed,41,9,complete,RBAC & Ownership,2024-08-19T06:19:40.172Z,https://roadmap.port.io/ideas/p/improved-ui-for-managing-dynamic-permissions,2026-07-29T11:18:50.868263+00:00,improved-ui-for-managing-dynamic-permissions,True,2
660e76e9c5ad749ac2a191e0,Discussions & Comments on entities,"Ask questions, discuss, and make decisions within context. 

Allow developers to discuss and comment on different entities directly in Port.",Port portal,In progress,38,6,exploring,Entity Pages,2024-04-04T09:46:17.016Z,https://roadmap.port.io/ideas/p/discussions-comments-on-entities,2026-07-29T10:56:51.984433+00:00,discussions-comments-on-entities,False,0
67fd6ef65f0ba2fc072cab94,More RBAC for admin permissions,"I would like more control over what permissions admins can have within the IDP.

For example, some admins can only edit automations, and webhooks, some admins can only edit the data model, or no admins can generate a new org token.

This enables following of least privilege principle.

The ""superadmin"" role could do anything.

Usecase: Our team is building a pipeline to version control data model changes as JSON, it would be nice if no one can update the data model through UI in our production environment anymore and they can only do it through the pipeline.",Port portal,In progress,37,4,exploring,RBAC & Ownership,2025-04-14T20:24:22.087Z,https://roadmap.port.io/ideas/p/more-rbac-for-admin-permissions,2026-07-29T10:57:23.884160+00:00,more-rbac-for-admin-permissions,True,4
65cb2a1d8c99793a14bf35b8,Specific Resync,Add option to specifically resync a predefined list of resources & do a scheduled resync only for a selected list of resources,Port portal,Planned,36,6,planned,Data sources,2024-02-13T08:36:45.077Z,https://roadmap.port.io/ideas/p/specific-resync,2026-07-29T10:57:43.615825+00:00,specific-resync,False,0
6548e76c830f6a63732c6653,Dropdown input based on API,"Currently, there is no way to offer input selection based on API.

Implementing this could allow forms for specific services based on their API responses.

For example, create a dropdown selection of Github organizations based on an API call.",Port portal,Open,36,5,open,Self-service actions,2023-11-06T13:17:32.089Z,https://roadmap.port.io/ideas/p/dropdown-input-based-on-api,2026-07-29T10:58:23.668477+00:00,dropdown-input-based-on-api,True,2
66c4a511a4e3557f499955b6,JQ in Scorecard rules,Currently scorecard rules are defined by conditions that use the search/query system but these can get complicated for complex rules. It would be very useful if you could directly use JQ in these conditions.,Port portal,Open,36,2,open,Scorecards,2024-08-20T14:15:45.746Z,https://roadmap.port.io/ideas/p/jq-in-scorecard-rules,2026-07-29T11:16:33.025928+00:00,jq-in-scorecard-rules,False,1
6678106680bb69546498d518,Mirror properties from the other direction of relation,"Add the ability to mirror a property from a related blueprint even, regardless of the direction of the relation.",Port portal,In progress,34,5,exploring,Data model,2024-06-23T12:09:10.498Z,https://roadmap.port.io/ideas/p/mirror-properties-from-the-other-direction-of-relation,2026-07-29T10:57:21.457880+00:00,mirror-properties-from-the-other-direction-of-relation,False,0
6708e7846dbf44702a18b7d2,Pause/cancel/resume data source sync,"We need the ability to pause and resume data source syncs. While we understand that rate limits determine the sync frequency, having the option to pause and resume would give us control over the order in which data sources sync. This capability is essential as we gradually roll out Port to different teams, ensuring their service data is accurately captured and reviewed before proceeding to the next team.",Port portal,In progress,31,6,exploring,Data sources,2024-10-11T08:53:24.759Z,https://roadmap.port.io/ideas/p/pause-cancel-resume-data-source-sync,2026-07-29T10:57:28.846433+00:00,pause-cancel-resume-data-source-sync,False,0
66b884521be290a30c801053,Self-Service Action Approval Notifications,There is no option to automatically notify users when their requested actions have been approved. This feature request proposes adding an option that will send an email and/or Slack message to users once their self-service actions have been approved.,Port portal,Open,29,1,open,Self-service actions,2024-08-11T09:28:50.889Z,https://roadmap.port.io/ideas/p/self-service-action-approval-notifications,2026-07-29T10:58:26.102446+00:00,self-service-action-approval-notifications,True,4
66b1434bd12b821c86cbc7fc,Better Error Messages for Denied Dynamic Permissions,"When a self service action is unable to be executed due to the dynamic permissions not allowing the execution, the error message logged provides no context about what specific part of the dynamic permission caused the action to be denied.

This makes troubleshooting and building permissions incredibly difficult as you have no idea what part of the permissions policy/condition caused the error.

The error message should explain what aspect of the policy's query/condition caused the rejection of the execution.",Port portal,Open,29,7,open,RBAC & Ownership,2024-08-05T21:25:31.839Z,https://roadmap.port.io/ideas/p/better-error-messages-for-denied-dynamic-permissions,2026-07-29T11:00:19.028120+00:00,better-error-messages-for-denied-dynamic-permissions,True,5
68c27182f9c430044f39113f,Support hiding/displaying self-service actions using dynamic permissions,"Currently, using the [dynamic permissions](https://docs.port.io/actions-and-automations/create-self-service-experiences/set-self-service-actions-rbac/dynamic-permissions) feature, self-service actions will still appear in the UI. In case the user is not permitted, the run will be rejected only after sending the self-service action form. 

As part of this item, we would like to support hiding/displaying self-service actions using the dynamic permissions policies.",Port portal,In progress,28,3,in progress,Self-service actions,2025-09-11T06:51:46.185Z,https://roadmap.port.io/ideas/p/support-hiding-displaying-self-service-actions-using-dynamic-permissions,2026-07-29T10:58:00.858100+00:00,support-hiding-displaying-self-service-actions-using-dynamic-permissions,True,8
68ba82aac2bfaeb146b7e506,"Support for entities create, update, and delete dynamic permission policies","As described [here](https://docs.port.io/build-your-software-catalog/set-catalog-rbac/), the ""policy"" key for entity permissions is currently supported for the ""read"" permission type. As part of this item, we would like to add support for create, update, and delete operations as well.",Port portal,In progress,26,5,in progress,RBAC & Ownership,2025-09-05T06:26:50.322Z,https://roadmap.port.io/ideas/p/support-for-entities-create-update-and-delete-dynamic-permission-policies,2026-07-29T10:57:58.343643+00:00,support-for-entities-create-update-and-delete-dynamic-permission-policies,True,3
6481fa485cf5a50d549eaa3c,Self-service actions - controlling the payload,"Use JQ to manipulate the payload before sending it to the relevant workflow (Webhook, Kafka, GitHub Workflow, and any other invocation method)",Port portal,Completed,26,5,complete,Self-service actions,2023-06-08T15:56:56.711Z,https://roadmap.port.io/ideas/p/self-service-actions-controlling-the-payload,2026-07-29T11:18:23.827889+00:00,self-service-actions-controlling-the-payload,True,7
6481f8653a354e3a958a0c03,Automation,"Currently, Port can trigger workflows when a change is made in the software catalog, for example, trigger a webhook. This is done with the [changelog listener](https://docs.getport.io/create-self-service-experiences/setup-backend/webhook/examples/changelog-listener). The main problem with the changelog listener is that only one trigger per blueprint can be defined, and each trigger is executed for any change in the catalog, without the ability to define rules for a specific trigger.

With the ""Automations"" feature, we plan to improve the changelog listener with the following capabilities:

1. The ability to create rules that need to pass in order to trigger automation.

2. Create multiple automations on a specific blueprint

3. Adding many more invocation types when triggering automation, such as executing a Port action, executing a CICD pipeline, and updating entities in the catalog

This will enable scenarios such as:

1. Sending a Slack message when the ""Production readiness"" scorecards changed from ""Gold"" to ""Silver""

2. Scaling a Cluster according to changes in the CPU usage

3. Updating the ""state"" property of a service from ""Healthy"" to ""Unhealthy"" when a related incident opened in PagerDuty

Of course, these are just examples. The power of this capability is that each organization will be able to create automations based on their developer portal data and needs.",Port portal,Completed,26,2,complete,Automations,2023-06-08T15:48:53.643Z,https://roadmap.port.io/ideas/p/automation,2026-07-29T11:20:59.875387+00:00,automation,True,8
66bdb75e9101ab1dd7336f90,Support multiple event triggers in Automations,"Currently, it's only possible to configure an automation to be triggered on one specific event. For example, when an entity is created or when it gets updated.

As developers, building workflow automations, we would like the ability to configure a single automation to be triggered on multiple entity events, allowing us to manage fewer automation resources and avoid  code repetition.",Port portal,In progress,24,2,in progress,Automations,2024-08-15T08:07:58.515Z,https://roadmap.port.io/ideas/p/support-multiple-event-triggers-in-automations,2026-07-29T10:58:06.002053+00:00,support-multiple-event-triggers-in-automations,True,3
673de7fdb92a3254de6a3aea,Improve pages API routes,"As for now the API route for pages and Sidebars are very complex (and it's still in beta), we need to have a better implementation for it",Port portal,Planned,23,4,planned,Dashboards & widgets,2024-11-20T13:45:33.218Z,https://roadmap.port.io/ideas/p/improve-pages-api-routes,2026-07-29T10:57:11.649807+00:00,improve-pages-api-routes,False,0
67fe69fc077f02acb331e710,Associate action with multiple blueprints,"Currently as it stands, an action can only be associated with one blueprint. It would be great to have an action be associated with multiple blueprints, for example if we want to restart a service, all catalogs will have service overview and likely this action will be associated with service overview entity. In all scenarios there will also be services from respective container orchestration (ECS/EKS) - right now as it stands an action if associated with service overview entity cant be associated with the service blueprint entity - which means a new actions should be created which can be associated with the service (orchestration layer service). 

The goal here is to be able to use the lightning button and trigger actions instead of going to the action section and triggering it.",Port portal,In progress,22,1,in progress,Self-service actions,2025-04-15T14:15:24.787Z,https://roadmap.port.io/ideas/p/associate-action-with-multiple-blueprints,2026-07-29T10:56:29.484011+00:00,associate-action-with-multiple-blueprints,True,4
66c8d155bc622140de9a1e79,Support Input Secrets with Approvals in Self Service Actions,"Currently defining an input as a secret does not work in cases where there is an approver on the action. 

https://docs.getport.io/actions-and-automations/create-self-service-experiences/setup-ui-for-action/user-inputs/secret

Port should support using input secrets and approvers in the same action.",Port portal,Open,22,0,open,Self-service actions,2024-08-23T18:13:41.903Z,https://roadmap.port.io/ideas/p/support-input-secrets-with-approvals-in-self-service-actions,2026-07-29T10:58:28.780488+00:00,support-input-secrets-with-approvals-in-self-service-actions,True,7
661812f8f2d3cbf4dabfe941,Self Service Action Workflow,"Add support for invoking multiple triggers in an action while allowing for an Approval to be added between triggers. 

For example:

Have an action triggering a webhook, github, gitlab action. Based on that first trigger result, prompt an approval request and based on the approval, invoke another trigger.",Port portal,Completed,22,3,complete,Self-service actions,2024-04-11T16:42:32.917Z,https://roadmap.port.io/ideas/p/self-service-action-workflow,2026-07-29T11:13:38.649744+00:00,self-service-action-workflow,True,6
66ed917798991dce147b5cff,Send Email to Approvers when Dynamic Permissions are Used,"Currently in self service actions, emails are not sent to the array of approvers which is generated via dynamic permissions. The behavior for dynamic permission's approvers needs to match that of static permission's approvers where emails are sent.",Port portal,In progress,21,1,in progress,Workflows,2024-09-20T15:15:03.584Z,https://roadmap.port.io/ideas/p/send-email-to-approvers-when-dynamic-permissions-are-used,2026-07-29T10:57:38.765227+00:00,send-email-to-approvers-when-dynamic-permissions-are-used,True,6
64f4abe4fd7c2d092c0ce671,Action runs as blueprint,"The ability to have the blueprint capabilities on the audit log of action runs.

Currently, Port administrators must view the status of action runs (failure, success, awaiting approval, or in-progress) in the action runs audit log. Additionally, visualizations (pie chart and line chart) are limited to blueprints, and do not apply to action runs.

As an administrator, I would like to view the success rate of my action runs over time or in a pie chart.",Port portal,Open,21,0,open,Self-service actions,2023-09-03T15:53:08.074Z,https://roadmap.port.io/ideas/p/action-runs-as-blueprint,2026-07-29T10:58:18.533687+00:00,action-runs-as-blueprint,True,3
6671999837fce115c9971b8d,Use current user's session to interact with internal systems,"We'd like to enable identity or user session propagation capabilities, allowing Self-Service Actions (SSAs) triggered within Port to be executed using the context and permissions of the currently logged-in user. When an authenticated user initiates an SSA that interacts with external systems or resources, the action should be performed on behalf of that user, inheriting their identity, role-based access controls (RBAC), and authorized privileges from the same Identity and Access Management (IAM) provider used by Port, which is Okta.

For example, if an employee triggers an SSA to update a ticket in a service management system like Jira, the update should be carried out using that employee's credentials and permissions within Jira, which are derived from the same Okta IAM provider that Port uses for authentication and authorization. Similarly, if an SSA involves provisioning resources in a cloud platform, it should leverage the logged-in user's identity and access rights from Okta to ensure the provisioning adheres to their authorized roles and scopes defined within the shared IAM provider.

By propagating the user's identity and session context from the common Okta IAM provider, we can maintain a consistent access control model across Port and integrated systems, ensuring that actions are performed with the appropriate level of authorization and adhering to the organization's security policies and governance rules defined within the centralized Okta IAM solution.",Port portal,Open,21,4,open,Self-service actions,2024-06-18T14:28:40.095Z,https://roadmap.port.io/ideas/p/use-current-users-session-to-interact-with-internal-systems,2026-07-29T10:58:32.912575+00:00,use-current-users-session-to-interact-with-internal-systems,True,7
65797cbdedc7e06daa98a9c7,ScoreCard rule toggle button for catalog display,"There are cases where the scorecard is governed by same property and different rule condition, this appears to be cluttered on the UI, requesting a toggle button or the feature in json for scorecard to enable/disable of having rule displayed on the catalog page for that particular entity.",Port portal,Open,21,0,open,Scorecards,2023-12-13T09:43:25.311Z,https://roadmap.port.io/ideas/p/scorecard-rule-toggle-button-for-catalog-display,2026-07-29T11:14:01.741049+00:00,scorecard-rule-toggle-button-for-catalog-display,False,0
672b5615349fd99b0f353e36,Confirmation Window for Unsaved Changes in Self-service actions GUI Mode,"Add a confirmation window in the GUI mode in Self-service action window to prompt users when they attempt to navigate away from the page without saving their changes. Currently, this confirmation prompt exists in JSON mode in Self-service action window, but it is missing in GUI mode, which can lead to accidental data loss.

Rationale:

In the GUI mode, users may accidentally navigate away without saving their changes. A confirmation prompt will help prevent this, ensuring users have the chance to save their work before leaving the page. This feature is especially helpful for complex edits where re-entering data can be time-consuming.

Expected Behavior:

	•	Trigger: When a user tries to navigate away from the page while unsaved changes are present in GUI mode.

	•	Confirmation Prompt: The prompt should ask the user, “Are you sure you want to leave this page without saving changes?” with options to “Stay on Page” or “Leave without Saving.”

	•	Consistency: This behavior should be consistent with the existing confirmation prompt in JSON mode to ensure a seamless user experience across modes.",Port portal,In progress,20,1,in progress,Workflows,2024-11-06T11:42:13.306Z,https://roadmap.port.io/ideas/p/confirmation-window-for-unsaved-changes-in-self-service-actions-gui-mode,2026-07-29T10:56:41.942823+00:00,confirmation-window-for-unsaved-changes-in-self-service-actions-gui-mode,True,4
6853d436533319bfbf13d0ae,Enable dynamic user properties for actions conditions,"Today using dynamic properties (getUserEmail, getUserTeams) is not available in day-2 action conditions, so that we will be able to have advanced filtering based on user relations",Port portal,In progress,20,1,in progress,Self-service actions,2025-06-19T09:11:18.210Z,https://roadmap.port.io/ideas/p/enable-dynamic-user-properties-for-actions-conditions,2026-07-29T10:56:59.312893+00:00,enable-dynamic-user-properties-for-actions-conditions,True,2
679265f3a7c7da4003832a79,Support Calculated Properties in Self-Service Dataset Conditions,"Currently, search conditions cannot be applied to calculated properties in self-service actions. Adding support for this is required",Port portal,In progress,20,1,in progress,Workflows,2025-01-23T15:53:23.825Z,https://roadmap.port.io/ideas/p/support-calculated-properties-in-self-service-dataset-conditions,2026-07-29T10:57:50.934216+00:00,support-calculated-properties-in-self-service-dataset-conditions,True,3
666ec4697bfd74c4333701ac,Allow form field default values to have complex patterns based on user selection,"In some cases, we may want to create a certain default value for a field based on previous selection made by the user. This can include literals and even multiple fields references.

The default value should be adjusted automatically until the field becomes visible.",Port portal,Open,20,2,open,Self-service actions,2024-06-16T10:54:33.714Z,https://roadmap.port.io/ideas/p/allow-form-field-default-values-to-have-complex-patterns-based-on-user-selection,2026-07-29T10:58:20.978480+00:00,allow-form-field-default-values-to-have-complex-patterns-based-on-user-selection,True,1
676a8b4759632bda4876a0dc,RBAC for Folders,"We use folders to organize the catalog, and we have a dedicated folders for work-in-progress.

Today it is possible to configure permissions only at page level. We would like to be able to control permissions for entire folders as well so that e.g. any page added to the WIP folder will be visible only to Admins",Port portal,Open,20,1,open,RBAC & Ownership,2024-12-24T10:21:59.747Z,https://roadmap.port.io/ideas/p/rbac-for-folders-1,2026-07-29T11:00:26.907240+00:00,rbac-for-folders-1,True,2
65bb5ba2299d1b93acc3052d,Conditional Manual approval based on specific input,"This FR is related to the ability to decide if a certain input in the action form is a certain value, enforce manual approval",Port portal,Open,19,4,open,Self-service actions,2024-02-01T08:51:46.597Z,https://roadmap.port.io/ideas/p/conditional-manual-approval-based-on-specific-input,2026-07-29T11:16:11.123536+00:00,conditional-manual-approval-based-on-specific-input,True,4
675b0c008682d4e202eeeb9a,Conditional step in Self-service form,"For some actions, I would like to be able to display or not some steps. For example, I would like a step for selecting an entity if it exist, or display a step to create it if it is not exists already.",Port portal,Completed,19,4,complete,Self-service actions,2024-12-12T16:14:56.572Z,https://roadmap.port.io/ideas/p/conditional-step-in-self-service-form,2026-07-29T11:16:15.994586+00:00,conditional-step-in-self-service-form,True,5
65b62b199794d2cfb2ae1c65,Support code or file upload in self-service action form,"Allow developers to upload or insert various configuration file types (e.g., .py, .conf, .txt) directly into the self service action form for ""creating a microservice"", for example. This feature should support a range of file formats beyond the current YAML, JSON, and Protobuf, and offer the option of markdown/free text input for added flexibility.

Here is an example of a microservice file structure:

Microservice/

│

│── MS-code/

│── values-files/

│   │   ├── production.yaml

|   |   ├── staging.yaml     

│   │   └── testing.yaml    

│   │

│   └── configmaps/           

│       ├── prod

|       |  ├── settings.yaml

|.      |  ├── gunicorn.py

|.      |  └── nginx.conf

|       ├── stage

|       |  ├── settings.yaml

|.      |  ├── gunicorn.py

|.      |  └── nginx.conf

│       └── test

|         ├── settings.yaml

|.        ├── gunicorn.py

|.        └── nginx.conf        

│   

│

└── README.md",Port portal,Open,18,1,open,Self-service actions,2024-01-28T10:23:21.514Z,https://roadmap.port.io/ideas/p/support-code-or-file-upload-in-self-service-action-form,2026-07-29T11:15:05.314476+00:00,support-code-or-file-upload-in-self-service-action-form,True,4
6583401b32150dedcd8f0e46,Configure timeout value for actions,"Ability to configure timeout values for actions within Port so that certain operations, like deploying a service, do not exceed a certain duration.",Port portal,Open,18,0,open,Self-service actions,2023-12-20T19:27:23.324Z,https://roadmap.port.io/ideas/p/configure-timeout-value-for-actions,2026-07-29T11:15:30.398684+00:00,configure-timeout-value-for-actions,True,2
673df29d75cc3fb760207945,AWS Cost Explorer API,"Can Port support ingesting AWS costs from the Cost explorer API?

https://docs.aws.amazon.com/aws-cost-management/latest/APIReference/Welcome.html

There is an official aws plugin for backstage that does this

https://github.com/awslabs/backstage-plugins-for-aws/tree/main/plugins/cost-insights

The link provided here is no longer valid. 

https://roadmap.getport.io/ideas/p/aws-exporter-support-cloud-resources-costs",Port portal,Planned,17,1,planned,Integrations,2024-11-20T14:30:53.878Z,https://roadmap.port.io/ideas/p/aws-cost-explorer-api,2026-07-29T10:56:34.471453+00:00,aws-cost-explorer-api,False,0
69f8eba0b353740a01c46f5e,MCP Connector Tool Support in AI Agent Workflows,"Enable AI agents to use tools from MCP connectors in automated workflows. A current workaround is to import data into the Port catalog, but this removes real-time access. Adding MCP connector support to agent workflows, with the same RBAC and audit controls, would allow more useful and flexible use cases.",Port portal,In progress,17,1,exploring,AI agents,2026-05-04T18:55:28.151Z,https://roadmap.port.io/ideas/p/mcp-connector-tool-support-in-ai-agent-workflows,2026-07-29T10:57:18.950617+00:00,mcp-connector-tool-support-in-ai-agent-workflows,True,2
67ed10975a2279b95e58e906,Test connection when installing a new data source,"Enable users to validate integration setup before full installation by testing connectivity, access, and basic permissions. Reduce setup errors and improve user confidence in integration correctness during onboarding.",Port portal,In progress,17,3,exploring,Integrations,2025-04-02T10:25:27.256Z,https://roadmap.port.io/ideas/p/test-connection-when-installing-a-new-data-source,2026-07-29T10:58:15.825192+00:00,test-connection-when-installing-a-new-data-source,False,1
6734db6c0c9bb03c11a23807,"Default on Form Load, Should be able to Clear when needed","Currently default is being recalculated, whenever we clear it out.

The requirement is to have the default value populate only when the form is first loaded, rather than re-calculating it whenever it is removed.",Port portal,Open,17,2,open,Self-service actions,2024-11-13T17:01:32.911Z,https://roadmap.port.io/ideas/p/default-on-form-load-should-be-able-to-clear-when-needed,2026-07-29T10:58:40.483619+00:00,default-on-form-load-should-be-able-to-clear-when-needed,True,1
67002abcd4bbc2b93566d305,Cancellation Logic For Self Service Actions,Add a cancel button to self service actions and allow configuration for the cancel button to invoke external communication.,Port portal,Open,17,1,open,Automations,2024-10-04T17:49:48.806Z,https://roadmap.port.io/ideas/p/cancellation-logic-for-self-service-actions,2026-07-29T10:59:29.636490+00:00,cancellation-logic-for-self-service-actions,True,3
6a5f5f078c21fd6aad770522,Trigger worfklows upon related entity deletion and mirror property updates,,Port portal,Open,17,1,open,Automations,2026-07-21T11:59:03.533Z,https://roadmap.port.io/ideas/p/trigger-worfklows-upon-related-entity-deletion-and-mirror-property-updates,2026-07-29T10:59:39.347893+00:00,trigger-worfklows-upon-related-entity-deletion-and-mirror-property-updates,True,1
6925812013fb0ed2240adb99,Request to Increase Dynamic Approval Policy Query Threshold,"Currently, the dynamic approval policy returns a maximum of 1,000 entities per query. This creates a limitation for organizations with more than 1,000 users. In such cases, the policy cannot return the full set of eligible approvers, as some users fall beyond the 1,000-entity threshold and are therefore excluded from the results.

This request is to increase that threshold.",Port portal,Open,17,0,open,RBAC & Ownership,2025-11-25T10:12:48.641Z,https://roadmap.port.io/ideas/p/request-to-increase-dynamic-approval-policy-query-threshold,2026-07-29T11:00:29.347264+00:00,request-to-increase-dynamic-approval-policy-query-threshold,True,2
65a6324c5bd75e78b7682e60,Manual Approvals | Show approvers,"When creating an action with approval you can't see who is the action approvers in the run page.

That can be helpful to know who can I reach to ask them to approve my run.",Port portal,Completed,17,1,complete,Self-service actions,2024-01-16T07:37:48.195Z,https://roadmap.port.io/ideas/p/manual-approvals-show-approvers,2026-07-29T11:19:03.454700+00:00,manual-approvals-show-approvers,True,3
66c44eb2cd45c987968ca491,RBAC on Data sources,"Today you can manage permissions on a Page, Self service, and blueprint level. Since some IDPs can have multiple ""Builder"" teams in different business domains, it would be ideal to have the option to define for each data source who has permissions to view the mapping, and modify it.",Port portal,In progress,16,2,exploring,Data sources,2024-08-20T08:07:14.609Z,https://roadmap.port.io/ideas/p/rbac-on-data-sources,2026-07-29T10:57:33.884613+00:00,rbac-on-data-sources,True,3
659fb8621779012e85e49c57,Actions Run widget | Ability to see all actions runs,"Today you have to choose one action when creating the action runs widget.

It can be powerful to create a table that shows the action runs of all actions (like in the global audit log)",Port portal,Open,16,1,open,Self-service actions,2024-01-11T09:44:02.705Z,https://roadmap.port.io/ideas/p/actions-run-widget-ability-to-see-all-actions-runs,2026-07-29T11:14:13.865624+00:00,actions-run-widget-ability-to-see-all-actions-runs,True,3
67dbf184d3db9fe5bd6f51f5,Bulk self-service actions on entities,It would be great to have an option to do bulk actions(day2 and DELETE) on entities,Port portal,Open,16,0,open,Self-service actions,2025-03-20T10:44:20.329Z,https://roadmap.port.io/ideas/p/bulk-self-service-actions-on-entities,2026-07-29T11:14:16.330950+00:00,bulk-self-service-actions-on-entities,True,3
658c538a96cacd7703dce9d5,File ingestion - JQ manipulation,"Currently, you can ingest files using the format

file_property: file://composer.lock

Being able to apply JQ at the file ingestion stage, will allow you to ingest less data to Port for a cleaner and faster portal, for example:

file_property: file://composer.lock | .myProperty",Port portal,Completed,16,5,complete,,2023-12-27T16:40:42.328Z,https://roadmap.port.io/ideas/p/file-ingestion-jq-manipulation,2026-07-29T11:16:28.173114+00:00,file-ingestion-jq-manipulation,True,2
6798fe909c392c244699944d,Show action permission changes in audit log,"Currently the audit log only shows when an action's permissions were updated, but it doesn't show what the actual permission changes are.

This is crucial for debugging permission issues and tracking changes.",Port portal,Completed,16,5,complete,Audit log,2025-01-28T15:58:08.391Z,https://roadmap.port.io/ideas/p/show-action-permission-changes-in-audit-log,2026-07-29T11:18:43.453284+00:00,show-action-permission-changes-in-audit-log,True,2
